fn,ln,geb,gest,BHR
Höxter,Levy,1863,1925,BHR2
Hulisch,Israel,1841,1912,BHR2
Hurwitz,Simon,1810,1900,BHR2
Hyman,Harry,,,BHR2
Isaacsohn,Josef,,,BHR2
Israel,Benjamin,,,BHR2
Italiener,Bruno,1881,1956,BHR2
Jacob,Benno,1862,1945,BHR2
Jacob,Ernst I.,1899,1974,BHR2
Jacobovits,Julius,,,BHR2
Jacobs,Alfred,1897,1972,BHR2
Jacobsohn,Jakob Hirsch,,,BHR2
Jacobson,Moses,1853,1930,BHR2
Jacobus,Adolf Abraham,1883,1979,BHR2
Jaffe,Ber,,,BHR2
Jaffé,Heimann,,,BHR2
Jakobovits,Julius,1886,1947,BHR2
Jampel,Sigmund,1874,1934,BHR2
Janowitz,Moritz,1850,1919,BHR2
Jaraczewsky,Adolph,,,BHR2
Jaretzki,Julius,1873,1942,BHR2
Jaulus,Heinrich,1849,1927,BHR2
Jelski,Julius,1867,1953,BHR2
Joël,David,,,BHR2
Joël,Hermann (auch Heymann o. Hirsch),,1881,BHR2
Joël,Manuel,,,BHR2
Joelsohn,Jecheskel,,,BHR2
Jonas,Regina,1902,,BHR2
Josaphat,Gerson,,,BHR2
Joseph,Israel ,,,BHR2
Joseph,Martin,1879,1943,BHR2
Joseph,Max,1868,1950,BHR2
Joseph,Peter,2006-1920,,BHR2
Josephsohn,Caesar,1863,1937,BHR2
Jospe,Alfred,1909,1994,BHR2
Kaatz,Saul,1870,,BHR2
Kaelter,Robert Rafael,1874,1926,BHR2
Kahlberg,Abraham Albert,1883,1966,BHR2
Kahn,Joseph,,,BHR2
Kahn,Leo Lipman,1842,1936,BHR2
Kahn,Ludwig,,,BHR2
Kahn,Moritz,1871,1946,BHR2
Kalir,Joseph,,,BHR2
Kalischer,Elias,1862,1932,BHR2
Kalischer,Hirsch,,,BHR2
Kamerase,Leo Michael,1856,1915,BHR2
Kaner,David M.,,,BHR2
Kantorowsky,Georg,1883,1972,BHR2
Kasinski,Sali,,,BHR2
Kastellan,Jakob,,1877,BHR2
Katten,Max,1892,1957,BHR2
Keller,Aron,1909,1998,BHR2
Kellermann,Benzion,1869,1923,BHR2
Kempner,Herbert,1921,,BHR2
Kirsch,Raphael,1863,1927,BHR2
Kirschbaum,Mendel Menachem,1895,,BHR2
Klappholz,Kurt,1913,1975,BHR2
Klausner,Hirsch,,,BHR2
Klein,Abraham Isaak,1875,1961,BHR2
Klein,David,,,BHR2
Klein,Gottlieb,1852,1914,BHR2
Klein,Hermann Zwi,1879,1955,BHR2
Klein,Hugo,1890-2006,,BHR2
Klein,Joseph,,,BHR2
Klein,Siegfried,1882,,BHR2
Klemperer,Wilhelm,,,BHR2
Kliersfeld,Joseph,1908,1988,BHR2
Kobak,Josef Israel,,,BHR2
Kober,Adolf,1879,1958,BHR2
Koch,Carl,1865,1920,BHR2
Koch,Léonard Sylvain,1867,1930,BHR2
Köhler,Max,1899,1987,BHR2
Königsberger,Bernhard,1866,1927,BHR2
Königshöfer,Emanuel,1908,,BHR2
Kohn,Abraham Jakob,1868,1922,BHR2
Kohn,Jacob,,1913,BHR2
Kohn,Julius,,,BHR2
Kohn,M.,,,BHR2
Kohn,Marx Michael,,1888,BHR2
Kohn,Pinchas,1867,1941,BHR2
Kokotek,Jakob J.,1911,,BHR2
Kopfstein,Max,1856,1924,BHR2
Koppel,Max,1905,,BHR2
Koref,Mordechai Markus,1833,1900,BHR2
Kottek,Heimann,1860,1912,BHR2
Krakauer,Hugo,,1951,BHR2
Krakauer,Moritz Mose,1853,1929,BHR2
Kramer,Jacob,,,BHR2
Kraus,Heinrich,1856,,BHR2
Krimke,Isaak Jakob,,,BHR2
Kroner,Hermann,1870,1930,BHR2
Kroner,Philipp,1833,1907,BHR2
Kroner,Theodor,1845,1923,BHR2
Kronheim,Emil,1890,1971,BHR2
Kronheim,Hans Enoch,1885,1958,BHR2
Ksinski,Sali,,,BHR2
Kunstadt,Baruch Benedikt,1887,1967,BHR2
Kurrein,Viktor,1881,1974,BHR2
Kusznitzki,Salomon,1846,1917,BHR2
Kutner,Josua-Höschel,,1878,BHR2
Kuttner,Nathan Hirsch,,,BHR2
Labaszynski (auch Labaschinski),Joseph,,,BHR2
Landau,Emil Elias,1842,1924,BHR2
Landau,Ezechiel,1888,1965,BHR2
Landau,Menachem-Mendel,,1909,BHR2
Landau,Wolf,,,BHR2
Landsberg,Lewin,,,BHR2
Landsberg,Moritz,,,BHR2
Landsberg,Wilhelm,1844,1912,BHR2
Landsberger,Julius,,,BHR2
Landsberger,Julius,,,BHR2
Lang,Élie,1817,1882,BHR2
Lange,Bruno,1891,,BHR2
Lange,Gerson,1868,1923,BHR2
Lange,Isaak Michael,,1880,BHR2
Lauer,Chaim,1876,1945,BHR2
Laupheimer,Friedrich Elias,1890,1965,BHR2
Laupheimer,Jonas Jomtov,1846,1914,BHR2
Lazard,Hirtz L.,1804,1883,BHR2
Lazarus,Arnold,1877,1932,BHR2
Lazarus,Felix,1865,1945,BHR2
Lazarus,Leiser,,,BHR2
Lazarus,Paul,1888,1951,BHR2
Lazarus,Zacharie,1829,1897,BHR2
Lebrecht,Meyer,,1894,BHR2
Lebrecht,Moses Meier,,,BHR2
Lehmann,David,1804,1878,BHR2
Lehmann,Joseph,1872,1933,BHR2
Lehmann,Leopold,,,BHR2
Lehmann,Markus,,,BHR2
Lehmann,Sylvain,1875,1938,BHR2
Leimdörfer,David,1851,1922,BHR2
Lemle,Heinrich,1909,1978,BHR2
Lerner,Meier,1857,1930,BHR2
Leschinski,Mordechai Joseph Halevi,,,BHR2
Lesser,Wolf,1845,1882,BHR2
Levi b. Salomon,1793-1878 ,,,BHR2
Levi,Benedikt,,,BHR2
Levi,Harry Zwi,,,BHR2
Levi,Joseph,1865,1930,BHR2
Levi,L.,1849,1907,BHR2
Levi,Sali,1883,1941,BHR2
Levy,Alfred,1880,1934,BHR2
Levy,Arthur,1881,1961,BHR2
Levy,Emil Nathan,1879,1953,BHR2
Levy,Harry Zwi,1893,1978,BHR2
Lévy,Isaac,1835,1912,BHR2
Lévy,Isaak Albert,1864,1921,BHR2
Lévy,Jeremias,1889,1942,BHR2
Lévy,Joachim,1808,1894,BHR2
Lévy,Joseph,1799,1879,BHR2
Lévy,Judas,1803,1876,BHR2
Lévy,Marc,1842,1926,BHR2
Levy,M.,,,BHR2
Lévy,Naphtali,1837,1908,BHR2
Lévy,Naphtali,,1909,BHR2
Lévy,Salomon,1818,1885,BHR2
Lévy,Samson,1806,1873,BHR2
Lévy,Samuel,1815,1875,BHR2
Lévy,Seligmann Naphtali,1835,1914,BHR2
Lévy,Simon,1838,1898,BHR2
Lewin,Dr ,,,BHR2
Lewin,Adolf,,,BHR2
Lewin,Alexander,1888,,BHR2
Lewin,Gabriel Hirsch ,,,BHR2
Lewin,Louis,1868,1941,BHR2
Lewin,Moritz,,,BHR2
Lewin,Moses,1870,,BHR2
Lewin,Reinhold,1888,1943,BHR2
Lewin,S.,,1885,BHR2
Lewin,Salomon ,,,BHR2
Lewinsky,Abraham,1866,1941,BHR2
Lewinsohn,M ,,,BHR2
Lewit,Julius,1866,1934,BHR2
Lewkowitz,Albert,1883,1954,BHR2
Lewkowitz,Julius,1876,,BHR2
Lewy,Israel,1841,1917,BHR2
Lewy,Wilhelm Ephraim,1876,1949,BHR2
Liberels,Moses Elieser,,,BHR2
Lichtenstein,Ascher-Anschel,,,BHR2
Lichtig,Arje Leopold,1873,,BHR2
Liebermann,Arthur,1870,1950,BHR2
Liebreich,A ,,,BHR2
Lindermann,Simon,1827,,BHR2
Link,Samuel Wolf,1871,,BHR2
Lipschütz,Oskar,,,BHR2
Littmann,Martin,1864,1946,BHR2
Löb,Herrmann,1884,1962,BHR2
Löb,Jonas Zwi Hermann,1849,1911,BHR2
Löb,Lazarus,,,BHR2
Lövy,S ,,,BHR2
Löwenmayer,Maier,,,BHR2
Löwenmayer,Maier,,,BHR2
Löwenstamm,Arthur L.,1882,1965,BHR2
Löwenstein,Egon Israel,1912,1987,BHR2
Löwenstein,Leopold,1843,1923,BHR2
Löwenthal,Abraham Albert,1868,1928,BHR2
Löwenthal,Hans Gabriel,1912,1942-1942,BHR2
Loewy,Jacob Isaac,1860,1930,BHR2
Löwy,S.,1885,1968,BHR2
Lorge,Moritz,1874,1948,BHR2
Lorsch,Julius,1881,1919,BHR2
Lubasch,Lothar,1896,1976,BHR2
Lubliner,Manfred,1910,1991,BHR2
Lucas,Leopold,1872,1943,BHR2
Maier,Joseph ,,,BHR2
Mannes,Salomon,1871,1960,BHR2
Mannheimer,David,1863,1919,BHR2
Margulies,Samuel Hirsch,1858,1922,BHR2
Marx,Lehmann,1846,1925,BHR2
Marx,Moses,1876,1924,BHR2
Marx,Victor,1872,1944,BHR2
Maybaum,Ignaz,1897,1976,BHR2
Maybaum,Siegmund,1844,1919,BHR2
Mayer,Baruch,1845,1927,BHR2
Mayer,Eugen,,,BHR2
Mayer,Isak (Jack),,,BHR2
Mayer,Israel,,,BHR2
Mayer,Samuel,,,BHR2
Mehler,Ludwig Jakob,1907,1945,BHR2
Melchior,Marcus Lazarus,1897,1969,BHR2
Merzbach,Julius Jona,1900,1980,BHR2
Messing,Joseph,,,BHR2
Metzger,Kurt Leo,1909,1992,BHR2
Meyer,Akiba E. L.,1859,1930,BHR2
Meyer,Benjamin,1867,1934,BHR2
Meyer,Eugen,1867,1930,BHR2
Meyer,Hans Chanoch,1909,1991,BHR2
Meyer,Heinz,1907,,BHR2
Meyer,Israel,,,BHR2
Meyer,Samuel,,,BHR2
Meyer,Seligmann,1853,1925,BHR2
Michalski,Jacob Abraham Jechiel,1889,1961,BHR2
Mislowitzer,A.,,,BHR2
Mook,Salomon,1833,1898,BHR2
Morhange,Louis,1804,1888,BHR2
Moses,Jisroel Baruch,,1899,BHR2
Moses,Juda Lewin ,,,BHR2
Mühlfelder,Joseph Jakob,1844,1907,BHR2
Münz,Isak,1857,1938,BHR2
Münz,Lasar,1837,1921,BHR2
Mugdan,Abraham,1848,1927,BHR2
Munk,Eli,1900,1978,BHR2
Munk,Elias,,,BHR2
Munk,Elie,1900,1981,BHR2
Munk,Esra,1867,1940,BHR2
Munk,Leo,1851,1917,BHR2
Munk,Michael L.,1905,1984,BHR2
Munk,Rafael Saul,1899,1969,BHR2
Nager,Abraham,,,BHR2
Naschér,Simon,,,BHR2
Nathan,Nathan Max,1879,1944,BHR2
Nathansohn,Chaim,,,BHR2
Neckarsulmer,Juda Wolf,,,BHR2
Nellhaus,David Dagobert,1891,1980,BHR2
Netter,Nathan,1866,1959,BHR2
Neubauer,Jakob Jekuthiel,1895,1945,BHR2
Neubürger,Jacob Immanuel,1847,1922,BHR2
Neuhaus,Leopold,1879,1954,BHR2
Neuhaus,Ralph,1909,1990,BHR2
Neumark,Manass,1875,1942,BHR2
Neustadt,Pinkus,,,BHR2
Neuwirth,Aharon,1881,1958-1958,BHR2
Neuwirth,Samuel,1867,1941,BHR2
Nischkowski,Dr.,1853,1933,BHR2
Nobel,Israel,1878,1962,BHR2
Nobel,Joseph,1837,1917,BHR2
Nobel,Nehemia Zwi Anton,1871,1922,BHR2
Norden,Chaim,,1872,BHR2
Norden,Joseph,1870,1943,BHR2
Nordheimer,Viktor,1857,1911,BHR2
Nordmann,Moïse,1809,1884,BHR2
Nussbaum,Max,1910,1974,BHR2
Oberdorfer,Jakob,,,BHR2
Oberländer,Kurt,1913,1943,BHR2
Ochs,David,1904,1974,BHR2
Ochs,Samuel Moses,1886,1942,BHR2
Olitzki,Markus,1859,1920,BHR2
Oppenheim,Gustav,1862,1940,BHR2
Oppenheim,Joachim Heinrich,,,BHR2
Oppenheim,Juda,,,BHR2
Oppenheimer,Julius,1827,1909,BHR2
Ohrenstein,Aron,1909,1986,BHR2
Ostfeld,Hermann,1912,,BHR2
Peritz,Curt,1898,1975,BHR2
Perles,Felix,1874,1933,BHR2
Perles,Joseph,,,BHR2
Perlitz,Gabriel Gustav,1839,1916,BHR2
Petuchowski,Marcus Salomon,1866,1926,BHR2
Pfingst,Gustav,1900,1957,BHR2
Philipp,Alfred Ahron,1904,1970,BHR2
Picard,Eliakim,,,BHR2
Pick,Jakob,,,BHR2
Pick,Ludwig,1843,1937,BHR2
Pick,Seligmann,1863,1928,BHR2
Pincoffs,Ludwig (Elieser),1884,,BHR2
Pinkuss,Fritz,1905,,BHR2
Pinkuss,Hermann Israel,1867,1936,BHR2
Plato,Hirsch,,,BHR2
Plato,Immanuel,1863,1937,BHR2
Plaut,Rudolf,,,BHR2
Plessner,Elias,1841,1898,BHR2
Plotke,Fritz David,1906,1994,BHR2
Poliatschek,Moïse,1885,,BHR2
Popper,Salomon,,,BHR2
Porges,Nathan,1848,1924,BHR2
Posen,Gerson,1852,1932,BHR2
Posen,Jacob S.,,1925,BHR2
Posner,Arthur Bernhard,1890,1962,BHR2
Posner,Salomon,1866,1942,BHR2
Prager,Isaac Emil,1847-1849,1905,BHR2
Prijs,Joseph Akiba,1889,1956,BHR2
Prinz,Joachim,1902,1988,BHR2
Prys,Joseph Akiba,,,BHR2
Pulvermacher,Jesaja-Schaje,,,BHR2
Rabin,Israel Abraham,1882,1951,BHR2
Rabinow,Samuel Josef,1889,1963,BHR2
Rahmer,Moritz,,,BHR2
Raphael,Philipp,,,BHR2
Rau,David,1861,1911,BHR2
Rawicz,Victor Meyer,1846,1915,BHR2
Rawitsch,Victor Meyer,,,BHR2
Rebhun,David ,,,BHR2
Rehfisch,Jakob Simcha,,,BHR2
Reiss,Moses,,,BHR2
Richter,Karl,1910,2005,BHR2
Richter,Salomon,1853,1906,BHR2
Rieger,Paul,1870,1939,BHR2
Rippner,Benjamin,1842,1898,BHR2
Ritter,Bernhard Löbel,1855,1935,BHR2
Ritter,Immanuel Heinrich,,,BHR2
Rogosnitzky,Moses,1884,,BHR2
Roller,Eisig,1825,1900,BHR2
Roos,Kaufmann,,,BHR2
Rösel,Isaak Isert,1883,1957,BHR2
Rosenak,Leopold,1868,1923,BHR2
Rosenberg,Isaac M.,1860,,BHR2
Rosenberg,Manfred,1908,1980,BHR2
Rosenblüth,Simon,1868,,BHR2
Rosenfeld,Baruch,,,BHR2
Rosenstein,Michael,,,BHR2
Rosenthal,Arthur,1885,1951,BHR2
Rosenthal,Ferdinand,,,BHR2
Rosenthal,Frank,1911,1979,BHR2
Rosenthal,Karl,1885,1952,BHR2
Rosenthal,Ludwig,1870,1938,BHR2
Rosenthal,Ludwig August,1855,1928,BHR2
Rosenwasser,Hirsch Mendel Emil,1882,,BHR2
Rosenzweig,Adolf,1850,1918,BHR2
Rosenzweig,Arthur,1883,1936,BHR2
Roth,Alexander,1904,,BHR2
Rothschild,Lothar Simon,1909,1974,BHR2
Rothschild,Salomon-Salman,,,BHR2
Ruben,J.,,,BHR2
Rülf,Friedrich Salomon,1896,1976,BHR2
Rülf,Gutmann (Yom-Tov),1851,1915,BHR2
Rülf,Isaak,,,BHR2
Sachs,Hirsch (Zwi Schmuel) Hans,1873,1934,BHR2
Sagalowitsch,Jacob Meir,1879,1943,BHR2
Salfeld,Sigmund,,,BHR2
Salomon,Benjamin Falk Felix,1876,1940,BHR2
Salomon,Hans,,,BHR2
Salomon,Leo Lewin,1861,1945,BHR2
Salomonowicz,Ludwig,1911,,BHR2
Salomonski (Salomonsky),Martin,1881,,BHR2
Salvendi,Adolf,,,BHR2
Salzberger,Georg,1882,1975,BHR2
Salzberger,Moritz,1844,1929,BHR2
Salzer,Moses,,,BHR2
Samter,H.,,1888,BHR2
Samter,L.,,,BHR2
Samter,Tobias,,,BHR2
Samuel,Salomon (Sally),1867,1942,BHR2
Sander,David,1867,1939,BHR2
Sandler,Neumann,1865,,BHR2
Sänger,Hermann Max,1909,1980,BHR2
Sänger,Hirsch,1843,1909,BHR2
Sänger,Jacob,1878,1938,BHR2
Sänger,Jonas,,,BHR2
Sänger,Max,,,BHR2
Sarahsohn,Chaijim Jechiel,,1874,BHR2
Saretzki,Adalbert,1911,,BHR2
Scheftelowitz,Erwin Elchanan,1911,1994,BHR2
Scheftelowitz,Isidor,1875,1934,BHR2
Schick,Lazar(us),,,BHR2
Schiff,Hugo,1892,1986,BHR2
Schiffer,Sinai,1854,1923,BHR2
Schlesinger,Abraham,1882,1961,BHR2
Schlesinger,Emil,1874,1938,BHR2
Schlesinger,Gottschalk,,,BHR2
Schlesinger,Moses,1865,1946,BHR2
Schlesinger,Simon (Siegfried),1883,1959,BHR2
Schlessinger,Gustav,,,BHR2
Schleßinger,Lazarus,1842,1924,BHR2
Schmalzbach,Leon (Leopold),1882,,BHR2
Schneidemühl,Hirsch,,,BHR2
Schönberger,Davin (David),1897,1989,BHR2
Schornstein,Max,1870,1949,BHR2
Schorsch,Emil,1899,1982,BHR2
Schreiber,Emanuel,1852,1933,BHR2
Schreiber,Hermann,1882,1954,BHR2
Schreiber,Salomon,,1894,BHR2
Schüftan,Max,1887,1936,BHR2
Schüler,Salomon Seev,1870,1938,BHR2
Schüler,Samuel Chaim,1844,1915,BHR2
Schwab,Jacques,1831,1882-1883,BHR2
Schwab,Simon,1908,1995,BHR2
Schwarz,Adolf (Arye),1846,1931,BHR2
Schwarz,Bernard Émile,1877,1956,BHR2
Schwarz,Hayum,,,BHR2
Schwarz,Israel,,,BHR2
Schwarzschild,Moses,,,BHR2
Schwarzstein,Israel,1840,,BHR2
Schweizer,Abraham,1875,,BHR2
Segall,Benjamin Sebulon ,,,BHR2
Seligkowitz,Benzion,1864,1918,BHR2
Seligmann,Cäsar,1860,1950,BHR2
Seligmann,Ludwig,,,BHR2
Seligsberg,Marx Hayum,,,BHR2
Seligsohn,Rudolf Arnold Sylvester,1909,1943,BHR2
Selver,David,1856-1857,1926,BHR2
Selz,Elkan,,,BHR2
Selz,Hayum,,,BHR2
Sherman,Stephen (alter Name?),1910,1988,BHR2
Silberberg,Elias,1840,1887,BHR2
Silberberg,Moritz,1867,1932,BHR2
Silbermann,Lazar,,,BHR2
Silberstein,Emil,1867,1946,BHR2
Silberstein,Michael,,,BHR2
Silberstein,Siegfried,1866,1935,BHR2
Simonsohn,Max,1888,1936,BHR2
Singer,Adolf Ascher,1837,1889,BHR2
Singer,Moritz (Moses),1854,1901-1900,BHR2
Singer,Salomon,1850,1887,BHR2
Singermann,Felix (Schmuel),1888,,BHR2
Skutsch,Eisik,,,BHR2
Sonderling,Jakob,1878,1964,BHR2
Sondheimer,Hillel,,,BHR2
Sophar,Wolf,,,BHR2
Spak,Isaak,,,BHR2
Spiegel,Samson,1811,1890,BHR2
Spitz,Ignatz ,1856,1931,BHR2
Spitzer,Samuel (Abraham Samuel Benjamin),1872,1934,BHR2
Steckelmacher,Ernst,1881,,BHR2
Stein,Alexander,,,BHR2
Stein,Isa(a)k,1875,1915,BHR2
Stein,Leopold,,,BHR2
Stein,Leopold,1873-1874,1916,BHR2
Stein,Salomon (Salo),,,BHR2
Stein,Siegmund (Salomo Dow ben Jechiel),1897,1939,BHR2
Steinberg,Eli,1906,,BHR2
Steingut,Dr ,,,BHR2
Steinthal,Fritz-Leopold,1889,1969,BHR2
Stern,Anschel,,,BHR2
Stern,Benjamin,,,BHR2
Stern,Jakob,1843,,BHR2
Stern,Joachim,,,BHR2
Stern,Moritz,1864,1939,BHR2
Steuer,Ulrich B.,1912,1973,BHR2
Stiebel,Salomon,,,BHR2
Stier,Josef-Salomon,1843,1919,BHR2
Stössel,David,1850-1848,1919,BHR2
Stranz,Reinhard,1921,,BHR2
Strassburger,Ferdinand,1884,1927,BHR2
Strassburger,Jesaias,1871,1915,BHR2
Strauss,Herbert Arthur,1918,2005,BHR2
Strauss,Isaac,,,BHR2
Süskind,Samuel,,,BHR2
Tänzer,Aron Arnold,1871,1937,BHR2
Tannenberg,Isaak,1865,1942,BHR2
Tawrogi,Abraham,1857,1929,BHR2
Teichner,Wilhelm,1909,1942-1943,BHR2
Thalmann,Gumbel,,1880,BHR2
Theodor,Julius (Jehuda Noah),1849,1923,BHR2
Tietz,Hermann,,,BHR2
Tiktin,Gedalja,,,BHR2
Tiktin,Salomon,1863,,BHR2
Traub,Löw,,1878,BHR2
Treitel,Leopold,1845,1931,BHR2
Trepp,Leo,1913,,BHR2
Treuenfels,Abraham,,,BHR2
Ucko,Siegfried,1905,1976,BHR2
Uhry,Lucian,1872,1951,BHR2
Uhry,Simon-Adolphe,1849,1915,BHR2
Ulmo,Marc,1803,1895,BHR2
Ungar,Moses,1814,,BHR2
Unna,Isak,1872,1948,BHR2
Van der Zyl,Werner,1902,1984,BHR2
Veilchenfeld,Moses,,,BHR2
Veis,Alfred,1912,1997,BHR2
Victor,Arthur Elieser,1900,1934,BHR2
Vogel,Joseph,,,BHR2
Vogelstein,Heinemann,,,BHR2
Vogelstein,Hermann,1870,1942,BHR2
Vogelstein,Max,1901,1984,BHR2
Voos,Julius,1904,1944,BHR2
Wachenheimer,Gustav,1872,1929,BHR2
Wagner,Hayum Süßel,,,BHR2
Wälder,Abraham,,,BHR2
Wäldler,Salomon Lipmann,,,BHR2
Wahl,Benjamin,1842,1905,BHR2
Wahrmann,Nachum Israel,1895,1961,BHR2
Wallach,Luitpold,1910,1986,BHR2
Wallerstein,Josua,,,BHR2
Walter,Gotthilf,1867,1942,BHR2
Walter,Isidor,1872,1943,BHR2
Warschauer,Malvin,1871,1955,BHR2
Wassermann,Moses ,,,BHR2
Wassermann,Moses Samson,1891,1962,BHR2
Wassertrilling,Herrmann,,1887,BHR2
Wechsberg,Bern(h)ard,1911,1992,BHR2
Wechsler,Bernhard,,,BHR2
Wedell,Abraham,1844,1891,BHR2
Weil,Arthur (Ephraim),1880,1959,BHR2
Weil (Weill),Edmund,1878,,BHR2
Weil,Ernst,1865,1947,BHR2
Weil,Isaac,1840,1899,BHR2
Weil,Isidore,1838,1927,BHR2
Weill,Kaufmann,1835,1917-1918,BHR2
Weill,Nathanael,,,BHR2
Weill,Siegmund,,,BHR2
Weimann,Elkan,,,BHR2
Weinberg,A. M ,,,BHR2
Weinberg,Jakob Jechiel,1884-1885,1966,BHR2
Weinberg,Magnus,1867,1943,BHR2
Weingarten,Las(s)er,1863,1937,BHR2
Weiskopf,David,,,BHR2
Weiss,Chaim,1843,1904,BHR2
Weiss,David,1876,,BHR2
Weiss,Joseph,,,BHR2
Weiss,Samson Raphael,1910,1990,BHR2
Weiss,Theodor,1908,1987,BHR2
Weissblum,Mathias,,1873,BHR2
Weisse,Samson,1857,1946,BHR2
Werner,Hartwig,,,BHR2
Werner,Mose-Cossmann,1853-1854,1918,BHR2
Wetzlar,Marcus Gerson,,,BHR2
Weyl,Arthur,,,BHR2
Weyl,Heinrich (Heiman) Lewin (Chajim Jehuda),1866,,BHR2
Weyl,Michael Max (Mordechai?),1873,1942,BHR2
Wiener,Adolph Meyer,,,BHR2
Wiener,Elie Joseph,1870,1944-1943,BHR2
Wiener,Max,1882,1950,BHR2
Wiesen,Josef,1866-1865,1942,BHR2
Wilde,Georg,1877,1949-1950,BHR2
Willstätter,Benjamin,,,BHR2
Wimphen,Michel,1809,,BHR2
Winter,David Alexander,1878,1953,BHR2
Winter,Fritz Salomon,1914,2000,BHR2
Winter,Jakob,1857,1940-1941,BHR2
Winter,Moritz,1886,1971,BHR2
Wissmann,Löb,,1903,BHR2
Witkowski,Israel,,1884,BHR2
Wittelshöfer,Israel,,,BHR2
Wochenmark(t),Josef,1880-1881,1943,BHR2
Wohlberg,Robert,1866,1926,BHR2
Wohlgemuth,Gotthelf Isaiah,1915,2008,BHR2
Wohlgemuth,Jesaja,,,BHR2
Wohlgemuth,Joseph,1885,1935,BHR2
Wolf,Albert,1890,1951,BHR2
Wolf,Benedikt Pinchas,1875,1968,BHR2
Wolff,Aron Isak,1842,1900,BHR2
Wolff,Jacob,1813,1883,BHR2
Wolff,Zacharias,1840,1915,BHR2
Wolfssohn,Wilhelm,,,BHR2
Worms,Moses,1864,1920,BHR2
Wormser,Joseph Samuel,,,BHR2
Wormser,Salomon,,,BHR2
Wreschner,Abraham-Abbusch,,,BHR2
Wreschner,Leopold,1865,1935,BHR2
Wreschner,Moses Abraham,,,BHR2
Wrzynsky,Paul,,2002,BHR2
Wurmser,Joseph Moïse,1830,1893,BHR2
Wurmser,Raphaël,1795,1875,BHR2
Ziemlich,Pincus Bernhard,1850,1907,BHR2
Zimels,Julius,1872,1955,BHR2
Zimet,Erwin,1912,1989,BHR2
Zion,Robert,1906,,BHR2
Zivi,B ,,,BHR2
Zivi,Joseph,1865,1935,BHR2
Zlocisti,Isidor,1878,1938-1932,BHR2
Zolinski (Solnick),Joseph,1870,1934,BHR2
Zomber,Bernhard,,,BHR2
Zucker,Hans,1909,1981,BHR2
Zuckermandel,Moses Samuel,,,BHR2
Zuckermann,Simon,,1906,BHR2
